Provider ID,Procedure codes/CPT Code,Billing frequency,Patient ID,Total amount,Doctor,Hospital,Diagnosis Report,Discharge Summary,Prescriptions and Bills,Hospital Bills,Insurance Company Name,Fraud history approval/rejection status,Contact Details,Network Partners,Benefits,Policy Number,Policy type,Policy Date,Claim limits,Premium amount,Start Date,End Date,Bank Account,Policy Number (Claim),Policy Holder Name,Address,Phone Number,Email,Covered,Hospitalized Date,Treatment expenses,Claim Documents Submitted,Policy Name
85c23df4-675b-41ef-a510-e99d8c963492,CPT-19659,Quarterly,9f0ce285-7cd8-4b8f-955b-d30785cb7ca4,28610,Ryan Williams,"Taylor, Henry and Kim",His through television evening.,At truth move meet indeed.,Together prepare prepare operation authority.,85112,Carter-Gonzalez,Approved,349-273-7723x836,"Moore, Robinson and Collins",Comprehensive Health Plan,194ff655-7f77-4643-be53-65aa087cf319,Corporate,2023-05-03,83534,618,2023-01-01,2023-09-01,GB69KKRV16353494642184,c24f38ab-0eff-4871-8ca8-681e9a7ee5bb,James Smith,"58312 Patrick Via Apt. 779 New Yolanda, MN 80250",608.922.9646,williamsonkelly@example.org,Yes,2022-11-05,1547,Yes,Disease-Specific Health Insurance Plans
af4cd0c3-0741-4274-acf1-968251e60baf,CPT-21522,Monthly,52fd99f6-ffa9-4dfe-a6b9-9bf8c5b128f4,44860,James Strickland Jr.,"Evans, Garza and Cross",Top experience value between performance begin.,Else quality produce production decision.,True return practice right speech.,64930,Lopez-Decker,Approved,831.875.8631x60864,Barry Group,Eye and Vision Care,02ff10c4-c23f-42fb-a0cf-7b276d3286cf,Family,2023-03-15,79066,564,2023-01-12,2023-05-06,GB63OOPU90428097454909,b6eba96f-da50-4acc-973f-b232e2342f12,Robert Harris,"8088 Whitney Cliff Suite 881 North Charleschester, FM 36324",833-847-1118x77871,lauracurtis@example.org,Yes,2023-07-13,9406,Yes,Senior Citizen Health Insurance Plans
9e7edacd-7c66-4263-9515-921f86af050a,CPT-69197,Monthly,be5fa318-dd94-4284-9f91-5f222f17bc1a,30463,Michelle Wright,Mccall Group,Down story keep sometimes door.,Life lead outside family opportunity may teach.,Maybe place threat piece rich hair put within.,56033,"Keller, Riley and Smith",Approved,(236)682-0412x1302,Moore-Russell,Critical Disease Specific Plans,e452977d-afab-4921-9960-3298fc31832a,Individual,2020-09-04,78661,371,2020-05-03,2020-10-16,GB44XWIK20912116344668,e2f1a605-8cab-42d7-8641-b4d7478b190c,Erin Shields,"3682 Rivas Street Suite 183 Lake Katherine, MH 44584",838.322.9559x324,andersonholly@example.com,Yes,2021-04-13,5063,Yes,Disease-Specific Health Insurance Plans
b46bf4a5-9f49-42b2-ba9b-aef11fc05a55,CPT-14690,Quarterly,8e653a39-5597-4775-8953-1988d2328e2a,3746,Randy Ferguson,"Knight, Brown and Pham",Career consider morning out if risk painting the.,See including teach own standard effort.,Green under food trip really already expect.,69833,Campbell-Lozano,Approved,226-614-8254,Smith Group,Critical Disease Specific Plans,a7704c92-c08f-44b7-807c-a436e3c544ea,Corporate,2020-08-18,7184,736,2020-07-15,2021-02-20,GB80IUSV35195121109660,e138ffb5-10e6-4122-abcb-2075aa9e1d32,Lindsey Huff,"3145 Wolfe Prairie East Christineborough, CT 54701",(232)414-2056x8111,jonesjessica@example.net,Yes,2024-01-26,2364,Yes,Senior Citizen Health Insurance Plans
3ce6351e-a9f1-44a0-8946-e8f84a72721a,CPT-31385,Monthly,c9c3f9fd-6b4a-4923-acc1-8a578daaca71,13332,Tracie Decker,"Boyd, Graham and Hall",Eight safe son red where why.,Amount vote here fill.,Property onto enter.,89092,"Hunt, Jacobson and Morris",Approved,001-353-447-9226x1741,"Dougherty, Patel and Mendoza",Eye and Vision Care,38c40f33-0ec9-4b94-82a5-662e02e8b594,Family,2023-09-28,29415,575,2023-08-29,2023-12-13,GB42HLSA57927309548516,7007b6ba-bf2b-4132-b82a-e14ed71bc492,Tami Boyer,"932 Ramos Mews Apt. 538 West Rachelbury, FM 53452",+1-390-734-0601,pclark@example.org,Yes,2020-07-04,1692,Yes,Disease-Specific Health Insurance Plans
0f7e94d5-9fd6-4aeb-a016-b77e797ea09b,CPT-44109,Quarterly,bc9ad384-9fa0-4ae8-959a-ec8c7bd53527,43773,Kenneth Trevino,"Thomas, Strickland and Mccarthy",First suffer yourself for.,Maybe standard east tend open.,Policy total environment.,7381,Davenport-Marsh,Approved,821-589-5399x1719,"Santiago, Norton and Wright",Comprehensive Health Plan,70e15daf-eac9-4d89-a722-9d7121cf4049,Corporate,2025-01-26,45139,877,2025-01-13,2025-07-22,GB49UOZK40396638350979,4f94571d-50ed-44b3-8fbf-cd62d1968e59,Mary Nichols,"13785 Hill Shoal South Phillip, OR 32809",756-325-5689x54337,reyeselijah@example.com,Yes,2023-11-21,2947,Yes,Disease-Specific Health Insurance Plans
13025b48-6829-4227-bf9c-ee272868b949,CPT-32289,Monthly,2e253686-5246-48d5-8871-798cea4d9e4f,58842,Mary Day,Henderson-Francis,World red above capital remember card science.,However often myself less almost.,Hope year difference article.,77274,Ford-Barrett,Rejected,+1-710-800-8298x6845,Strong-Pittman,Eye and Vision Care,fa48be5e-240d-40a6-b12f-5dc148397c48,Family,2024-07-09,96411,359,2023-12-30,2024-11-26,GB06KJGJ69127442767951,b1e12f9d-8cc3-4927-9e21-eb316f40bea8,Christy Gutierrez,"092 Moore Mountain Port Craig, KS 14963",449.273.2205x68434,wilsonsean@example.net,No,2021-02-19,1761,Yes,Senior Citizen Health Insurance Plans
215e0c82-e430-4aa7-8748-7e4ad586b775,CPT-44702,Quarterly,65ae0f65-26fd-475c-8818-ac63704635d6,85453,Joseph Stone,"Dixon, Allen and Gallagher",Guess risk attorney anyone growth agreement product assume.,Message guess window very ten continue suffer.,The choice listen billion me whom doctor peace.,93268,"Garcia, Solomon and Jackson",Rejected,463-619-2010x7567,Castaneda-Schmidt,Eye and Vision Care,772e2b88-e059-481f-8cba-9e064f9459da,Family,2020-03-06,92684,831,2020-01-25,2020-04-21,GB82MOUA43905883620581,d7f15892-1c1d-4a86-b6c0-23efa5cd56b1,Anthony Williams,"7869 Alyssa Heights Davisview, VA 50747",001-567-709-9098x424,ikaufman@example.net,No,2021-08-18,5884,Yes,Senior Citizen Health Insurance Plans
c257b2e4-6d4f-463d-bd3d-86afd47a9610,CPT-23708,Quarterly,af1f9ae1-54f1-4a00-acf2-0a0f0d6a01b2,8251,Chad Wong,"Garcia, Smith and Huynh",Boy finally knowledge pretty.,Everybody heart kid four.,Senior should pass young cause cold.,65944,Gardner Group,Rejected,7833938328,"Gibson, Williams and Gutierrez",Critical Disease Specific Plans,5b86b97e-6b47-4ccd-bcd5-b976b092796e,Corporate,2021-11-02,9289,808,2021-02-27,2021-12-10,GB63GGFV12701436383455,4e0e6158-efc6-4aaf-88c1-db69a0bc53e8,Victoria Underwood,"46117 Mccormick Lodge Lake Danielle, MT 29048",+1-956-262-4958x3584,carolcastaneda@example.com,No,2024-12-05,9580,Yes,Senior Citizen Health Insurance Plans
6adfc75e-44c5-4918-9cb3-b8d2756d077e,CPT-58549,Monthly,d8f364c0-4719-459b-ad38-8d652bd93f46,19457,Joshua Ballard,Anderson-Scott,Page case wonder listen who for smile.,About law life parent western.,Memory college stock employee.,72974,Ball-Hernandez,Rejected,953.882.4703,"Nguyen, Harris and Kennedy",Comprehensive Health Plan,347dd91f-923c-4340-a5e8-cab2d31c3332,Corporate,2022-05-18,20539,721,2021-11-19,2022-08-08,GB80GFMW34051880312902,bcd12fb3-ade7-4aab-a845-44d21cf86926,Brittany Benton,"63870 John Plaza Wilsonville, AK 20330",001-889-888-5298x07801,garrettmadison@example.net,No,2024-09-27,3194,Yes,Senior Citizen Health Insurance Plans
e8554540-0847-463c-a9bc-3e8e6943be0a,CPT-29885,Quarterly,4020c1b5-4860-4eb1-98d5-bb1882001e8e,16231,Julie Ali,"Martin, Villanueva and Thomas",Last far hit cultural.,Painting ball whose field state image.,Television then executive player serious identify such different.,90739,Stewart-Brown,Rejected,841.626.7210,"Pineda, Pace and Daniels",Maternity Benefits,71604fbc-1cda-448e-8723-3523d194f4a7,Family,2021-08-26,20508,704,2021-06-19,2021-10-04,GB07CJBP40551470135539,26cd424e-0f6d-4b2b-a8f2-a63d2a4452a6,Alice Palmer,Unit 5124 Box 0912 DPO AA 65051,666-501-6594,phillipsyolanda@example.net,No,2021-01-15,2343,Yes,Senior Citizen Health Insurance Plans
1654f52a-4e8a-4e85-8ea6-1b5aaec8d430,CPT-34807,Annually,52ccee48-2f1a-4fbc-bb56-ff195d3bd2bf,3600,James Torres,"Silva, Cook and Flores",Trade moment mean church sell.,Easy civil result get address research rest.,Significant thank push face resource medical cup.,69385,Bennett Inc,Rejected,990.415.9109x48033,"Moore, Campbell and Austin",Critical Disease Specific Plans,4d7be850-1263-4c2f-8cca-dcb2fc458688,Corporate,2022-11-04,82772,254,2022-08-27,2023-07-09,GB29XGAK72052426163659,1bc8b060-a460-4214-bea1-246a389d4fe5,Mrs. Whitney Wood,"PSC 3045, Box 2436 APO AP 66144",(959)709-5239x54631,mckenziegonzales@example.org,No,2024-03-21,6838,Yes,Senior Citizen Health Insurance Plans
9a783724-d8af-4fdd-b028-173974803c9f,CPT-77519,Monthly,1dcd1343-25a7-4de2-a281-6c9ba8f3968b,36589,Dana Bennett,"Moreno, Wang and Blair",Professional rate raise.,Back kitchen tell certainly door floor.,Onto oil market next along.,58570,Barr-Smith,Rejected,+1-759-309-0968x749,"Bailey, Walton and Valenzuela",Maternity Benefits,c56da154-5974-4ef5-8221-29a38cc089d1,Family,2021-09-23,49119,330,2021-08-30,2021-10-01,GB88IAOZ89109012953258,086b272f-9c43-482d-8910-38a1d5bb1c20,Kendra Brown,"88170 Stevens Freeway Apt. 097 East Jessicaville, FM 24533",+1-490-222-7257x775,kyleburke@example.com,No,2021-04-29,2864,Yes,Disease-Specific Health Insurance Plans
0f808065-2577-4d98-a604-cbf81a35b1c2,CPT-10922,Quarterly,c6c2d89f-ce6a-4a88-931a-c114631a7da7,18146,Kelly Reynolds,"David, Owen and Jensen",Million threat mind fall commercial.,Young image program establish even.,Image road sometimes help cost.,7963,Jones PLC,Rejected,355.843.0654x219,Simon Group,Eye and Vision Care,53f45714-f496-4a26-9874-97afcfc6d340,Family,2024-10-09,20227,384,2024-08-24,2024-11-24,GB87SRTJ97233724339426,366a3f4f-6734-4f13-b4e4-90ebcc3bd11a,Jessica Taylor,"0987 Thomas Terrace East Vincentchester, NM 71117",711.412.7808x708,gouldrichard@example.com,No,2023-02-16,9017,Yes,Disease-Specific Health Insurance Plans
8d1c8142-76d9-4b92-9719-a6310ef6e1af,CPT-18022,Quarterly,32c916e4-e4dd-4aaa-aff9-5f839cf0f80e,35958,Allison Zamora,Chavez and Sons,Today amount most meeting.,Care know I realize.,Stand particular likely least mention while likely.,88628,Bowman-Wright,Rejected,001-408-490-6334x31476,Guzman-Hart,Comprehensive Health Plan,ae1652b8-750c-406d-aca6-97f7825929c6,Family,2020-03-29,58380,635,2020-03-02,2020-05-17,GB60NHUZ83286863499526,288f91c5-31b6-466e-b26b-492ebbb002c2,John White,"9901 Kimberly Place Suite 228 Fernandochester, GA 01188",001-853-721-8411x921,brianwhite@example.org,No,2023-12-19,5371,Yes,Senior Citizen Health Insurance Plans
f1d4c533-a179-4aab-8609-322c5ee8c0b6,CPT-12672,Quarterly,de15eb08-6305-40cf-b70b-d5d9a4e5cc73,6785,William Pacheco,Spears Group,Voice wait finish throw must personal rock.,Hear eye seven sport check treat.,Figure newspaper opportunity long loss.,19536,Williams Ltd,Rejected,(273)643-7593,Galvan LLC,Comprehensive Health Plan,91795259-7f97-437c-bada-04c599df59b1,Corporate,2021-08-01,63556,109,2021-08-01,2021-11-01,GB26WIAF73117484771341,4c98b053-55f7-47d2-b10c-524c86796476,Michael Elliott,"45041 David Extension Suite 834 West Jennifer, CA 87123",(440)953-6935,nfox@example.com,No,2021-04-05,3266,Yes,Disease-Specific Health Insurance Plans
5f6b3f61-f4a6-457d-bcf4-1adfe02d23ee,CPT-45916,Quarterly,5c4f1ad3-ac96-4ad9-a115-cdb04ce0d0b6,58572,Lisa Hill,Diaz Group,Usually movement almost light structure.,Attorney agreement scientist help how key conference.,Medical sing majority others.,28209,"Norton, Lewis and Hall",Rejected,940.231.0635x1474,Brown-Austin,Eye and Vision Care,832849c1-758c-4e4b-bd0d-29390af3c09c,Individual,2020-03-21,66612,496,2020-03-05,2020-04-23,GB95EKAY69065096831754,db8b7afb-a8ab-44f7-b4a0-9ca5e0f0d738,Rebecca Kelly,"280 Thompson Plains Kevinville, DC 66339",+1-826-774-7244x98378,qanderson@example.net,No,2023-01-16,2691,Yes,Senior Citizen Health Insurance Plans
9ba71c74-d103-4649-8588-df139deb4ed1,CPT-57127,Quarterly,4c284e56-9aa6-426e-ba95-739890421270,27491,Sabrina Tate,Walker-Mcmillan,Likely sit anything heavy they.,Religious fight grow wait politics discussion short decade.,Partner public study machine view.,67757,Perry Inc,Rejected,001-265-975-3259,Strickland PLC,Critical Disease Specific Plans,c2b92d65-e70b-4797-a7ba-50a71a74d336,Corporate,2020-07-20,41312,700,2020-04-06,2021-02-24,GB11RGCY87350373093964,3c95ec19-f0dc-4e91-9d0a-0dab09eacf2d,Teresa Jones,"224 Rivera Route Lake Sherrishire, IA 47262",001-319-651-4997,wanderson@example.org,No,2024-07-26,3572,Yes,Senior Citizen Health Insurance Plans
a2f4a066-e56e-4968-a623-c668be7bc391,CPT-89668,Quarterly,3761ab73-f7b0-4688-bcc3-5c03fa0d7645,7846,Laura Sims,"Smith, Guerra and Lawson",Tax such these involve I.,Nearly foreign guess.,Present suggest situation guy whom.,33635,Adams Inc,Rejected,(680)439-7908,Doyle-Garcia,Critical Disease Specific Plans,b4dfe8bb-f855-4b2f-998f-f744fb47abf1,Corporate,2021-06-01,47308,341,2021-05-29,2022-02-14,GB59OKEO11375400162326,158908de-d266-4a93-bf0f-40ac4fb33a9b,Norman Moore,"6266 Holt Motorway Jacksonmouth, MH 12708",(653)884-1852,adamsmadison@example.net,No,2023-01-05,8753,Yes,Disease-Specific Health Insurance Plans
e2646210-b4e8-4858-8e2b-b54b3bdb2f88,CPT-38343,Quarterly,b3079291-812c-4faa-8efe-65cbccbce409,19015,Robert Oliver,Nguyen Ltd,Administration daughter keep population explain.,Main animal east when.,Question professor early enjoy final.,70987,"Mitchell, Osborne and Davenport",Rejected,606-895-8025,"Hudson, Osborne and Miller",Critical Disease Specific Plans,752dca77-566d-4dc6-b768-3ddbe113b985,Corporate,2023-08-25,22751,448,2023-08-22,2023-10-16,GB26RWFC35574951637168,a2a9b134-4856-41dc-903c-d476635de5ca,Joe Rivera,USNS Fitzgerald FPO AP 33372,001-215-976-4714,kayleecochran@example.com,No,2020-07-17,7578,Yes,Disease-Specific Health Insurance Plans
33ca624b-187c-4ef6-aa8e-0c989fb50752,CPT-86863,Quarterly,4b91feb6-ee08-484a-b5de-0b8d183e65a1,37091,Anthony Ellis,Smith-Gray,Game now opportunity.,National manager machine sea believe college strategy.,Work stuff charge school more.,99216,Whitehead Ltd,Rejected,(471)445-3584,Anderson-Wright,Eye and Vision Care,0211eda9-995e-4abb-9b38-b9d894aab5ec,Family,2022-08-06,71966,864,2022-07-27,2022-10-25,GB16OIUE37807104758451,98dcc5c8-e111-4e3f-8982-4fe07a2a2bbd,Thomas Rios,"67519 Jamie Parkways Port Pamelashire, MT 40693",(277)547-9963,amywhite@example.net,No,2021-02-17,4802,Yes,Disease-Specific Health Insurance Plans
82b36bb1-76ae-4fc8-850f-ca45613067c1,CPT-42415,Annually,623d132f-7615-41f7-8e90-3380f5431c6b,6185,Jennifer Good,"Patterson, Dougherty and Valencia",Quickly represent argue news home type pay apply.,Situation against almost hear everybody everything.,Director conference past later.,39401,"Ochoa, Gonzalez and Johnston",Rejected,001-363-634-8922,Elliott-Waters,Maternity Benefits,3a8917f6-9c8d-4471-bdf7-aecf65cbb861,Individual,2025-01-17,9491,749,2024-10-12,2025-03-19,GB21PWUI96780690651967,fd248013-c727-4a5e-9875-253c3ba36d79,Derrick Griffin,"43275 Melissa Court East Russellmouth, IA 75707",853.963.4474,owalker@example.org,No,2021-09-13,9546,Yes,Disease-Specific Health Insurance Plans
ff1a08c0-608c-4f4e-9f7e-c9dcc6e12f77,CPT-61809,Annually,9f9bb070-a38f-45c4-9685-d2811e7143ef,47752,Stacey Keller,Phillips Inc,View garden be drop.,Himself exactly unit factor foreign still carry second.,Near air evening without less.,35311,"Flynn, Williams and Vaughn",Rejected,001-803-561-4837,"Cooper, Pratt and Ross",Comprehensive Health Plan,70d9da89-db2e-4be2-9430-ff1b4e968778,Individual,2024-11-13,49118,770,2024-07-02,2025-04-02,GB80GIKH68310418302718,97a051b1-cd8d-45fd-8f8d-31677f83d230,Michael Griffith,Unit 4749 Box 6683 DPO AE 53797,959-655-4995x25169,meghan24@example.org,No,2022-07-05,7395,Yes,Disease-Specific Health Insurance Plans
bca7dda5-5707-417b-a69c-881f05e875b7,CPT-95385,Annually,112f69fd-bcd0-4940-b9f3-e5cb9469669b,38632,Andrew Cooper,Sheppard Inc,Body ask term body and I would.,Response run computer option.,Into hit would cost.,40370,"Wilson, Peterson and Pope",Rejected,001-529-783-9897x8196,"Evans, Ellis and Wright",Comprehensive Health Plan,ea174c59-fa0b-48e1-ba3b-d96c122fc136,Corporate,2024-03-26,61322,182,2024-01-27,2024-09-11,GB39ELSJ12765404049396,38a1c4c5-3dff-4aee-aa54-f4c8fbbb17cb,Justin Freeman,"92055 Joseph Mills Apt. 625 Loveshire, MH 10327",+1-796-833-7762x786,robinsondaniel@example.org,No,2020-07-15,6759,Yes,Senior Citizen Health Insurance Plans
2003118e-df4e-4b2c-8b5b-278355be102f,CPT-86836,Annually,e9e8a155-0b4f-48f0-8662-a987d2b89af7,6013,Bryan Hubbard,"Sosa, Medina and Hall",Sea clear customer sport long dark although consider.,Us enjoy action cold of specific since.,Everything less yourself only better share fear.,76030,"Lewis, Hill and Holden",Rejected,214-803-3661,"Rubio, Hill and Anderson",Comprehensive Health Plan,23230c72-b9ee-4d72-9582-b34246d7c5e7,Family,2020-01-23,22186,667,2020-01-23,2020-10-19,GB21XUFV44762663063267,dad61841-e483-4fb3-8d56-87f175f24f27,Lauren Rocha,"84693 Church Groves East Leonard, AZ 72049",+1-215-522-0658x31524,smithkatherine@example.com,No,2024-10-03,5099,Yes,Senior Citizen Health Insurance Plans
d9069b56-4ae8-43a8-90d9-04fbda39e113,CPT-43845,Annually,ea8bd742-eab4-487d-b626-628e3e597b28,8217,Denise Carlson,"Tate, Trevino and Clark",Question mean charge answer way table.,Give job tell voice.,Health budget step interesting miss character.,7670,Kirk-Jones,Rejected,001-922-496-8773x556,"Brandt, Ramirez and Johnson",Critical Disease Specific Plans,aa3b3249-e286-4a88-9dbb-feea3c179545,Individual,2021-05-22,78065,967,2021-03-12,2021-08-14,GB97CIFA11887743004011,0d2e9b1d-fb85-4d43-9dad-ab1a52776916,Dana Morris,"940 Sharon Harbor Nielsenbury, PR 37316",357.701.7447x16601,zmarshall@example.org,No,2020-08-13,5182,Yes,Senior Citizen Health Insurance Plans
b4192d9a-bd72-4e8c-b4b9-f2c1a82375f1,CPT-15990,Annually,a4a31e15-6bb6-41a1-9ca3-c83f69f079e5,26805,Christopher Wilson,Hester and Sons,Official seek what east much almost section necessary.,Commercial wind movie see seek rich push.,Once old maintain side with.,64661,Howard Ltd,Rejected,352-836-1858,"Vasquez, Sanders and Lopez",Eye and Vision Care,6d70826b-cfaf-4a94-9988-3f18a4a11976,Corporate,2022-01-06,36247,212,2021-08-14,2022-07-02,GB45RKLF61007724067636,0c80cd9e-212b-4507-b872-07ff0dec686e,Brittany Fleming,USCGC Mendoza FPO AP 08839,001-252-730-0267x15771,iflores@example.net,No,2023-05-17,1679,Yes,Disease-Specific Health Insurance Plans
410215fe-5c98-4b8d-9c52-4a4eff1fe130,CPT-16925,Quarterly,14abc27d-b72e-4f92-b309-e98c5fdede36,7158,Tracy Arroyo,Bond Ltd,Already smile turn.,Form value son recently three try.,Full school east.,73106,Moore-Adams,Rejected,+1-665-949-7225x973,Rhodes Group,Critical Disease Specific Plans,3910e16f-d0d4-4873-900d-6cf2642603a6,Individual,2020-09-28,8794,718,2020-09-11,2020-11-12,GB25BLPC70640828591577,939cafd4-3b79-4008-bc65-6f6a8e85a0b5,Joshua Pitts,"668 Martin Glens New Leahside, NV 26682",742.349.6200x395,gilesmichael@example.com,No,2020-11-20,7864,Yes,Disease-Specific Health Insurance Plans
2035175d-7eef-4281-a41f-ce1102db3ed1,CPT-72188,Quarterly,778bda26-ad1d-4a00-9ae1-49e21ae5cc91,23548,Paul Alvarado,Hammond LLC,Someone dog century.,Only table media against professional likely month.,Some rate lay before.,16069,Vasquez and Sons,Rejected,(402)625-0266,Perry-Lopez,Comprehensive Health Plan,e98cbb36-6301-4d92-b3e8-38f41a7ca289,Corporate,2025-01-20,58581,420,2024-11-25,2025-10-29,GB06GWJI71183921178649,64cd8b81-f7c3-4d8f-98ee-7574736f7ddd,Mark Garza,"466 Dean Canyon Courtneyhaven, NM 42624",394-746-0565,underwooddakota@example.org,No,2020-11-08,4018,Yes,Senior Citizen Health Insurance Plans
060e13d2-cda7-4e56-8795-e8b20c7b2e37,CPT-78429,Annually,25be48d0-8589-48fe-b5bc-80ce78781b58,12393,Kyle Griffin,Hamilton-Walsh,Exactly firm ahead product.,Glass seem television TV sister assume theory.,Effect window brother tell to never collection.,29741,Rice-Roth,Rejected,+1-949-421-6911,"Young, Patton and Lee",Comprehensive Health Plan,f58be4a8-2224-4c24-8fac-ac42cb825fda,Family,2025-05-08,52215,768,2025-04-07,2025-09-21,GB15LCNG70112413000582,d728973c-6fc8-4af9-bfe7-5e3ea5b882dd,Eric King,"410 Webb Meadows Apt. 435 Greggview, PW 74918",+1-769-363-9687,melissa67@example.net,No,2023-06-03,6351,Yes,Senior Citizen Health Insurance Plans
f646062d-78e9-4b5b-be12-edac049344f6,CPT-52013,Annually,8afe93a6-cf2e-4331-be9f-5bdabadb752a,19721,Carol Cook,"Summers, Johnson and Anthony",Traditional than art top pattern similar.,Stage physical different.,Increase hair thing future discuss close into.,58750,"Love, Maldonado and Diaz",Rejected,(917)954-0285x6510,"Wilson, Campbell and Williams",Maternity Benefits,6552ac5b-87dd-477d-9731-3a36a6d089ad,Family,2023-12-12,39747,329,2023-11-25,2024-04-04,GB15AVVL08028886971721,fe581163-8268-4b90-9f8c-8b948a0805d7,James Lopez,"8606 Bowman Track Halemouth, CT 61935",(875)470-9314,janet48@example.net,No,2024-02-11,9515,Yes,Senior Citizen Health Insurance Plans
4b3228dd-eda9-46d2-bd5e-d907d3a43896,CPT-90234,Annually,cc83ca3f-0900-4194-8fce-82842342b92d,51563,Kristen Hancock,"Schmidt, Edwards and Rios",Report section and local north.,People inside fight hotel suddenly already significant.,Woman off camera quality evening moment lay.,60761,"Taylor, Lowery and Jones",Rejected,476.988.9422,Sanders Ltd,Eye and Vision Care,e30211c3-b5b2-43e1-89d1-78c510416cfa,Individual,2020-12-23,96749,632,2020-09-10,2020-12-26,GB20SHUS34757470228706,7dd5a01b-2db6-4a62-a1bf-1003ec18a0da,Judith Mckenzie,"14035 Hannah Loaf Suite 708 Collinsshire, IN 52884",(902)427-8437x0332,zpatterson@example.net,No,2025-03-06,5517,Yes,Senior Citizen Health Insurance Plans
197a2301-681f-4812-9d19-02fba5b8337e,CPT-41193,Quarterly,9bd00385-8bf2-4bd7-8ddc-d30e588c7775,44032,Joseph Martinez,Cochran Ltd,Worry page lose sure dream.,Difference us born against.,Cell clearly that themselves herself wind have.,63684,Choi PLC,Rejected,971.915.9258x433,Murray-Cook,Eye and Vision Care,e505cfe4-f852-437f-9a4c-c4a2b7567da4,Individual,2022-04-29,92449,769,2022-02-17,2022-11-20,GB89ZMDD16610359338617,12a84320-9cad-4ab7-9265-3731f60ee0a4,Robin Parrish,"61985 Matthews Locks North Jonathan, MS 50630",001-567-711-0117x28462,salinasgarrett@example.net,No,2024-01-28,3661,Yes,Senior Citizen Health Insurance Plans
6791cc91-ba74-4dad-bcd5-7ac5718d562b,CPT-46150,Quarterly,2598eb7a-84d5-4c59-ac5b-f0c9659b3d38,50329,Jeremy Huerta,Thompson and Sons,Hard back forget really building quite event enough.,Message lose agency bill laugh data.,Education too land president sure.,77682,Cunningham-Bennett,Rejected,001-869-639-2429x799,"Williams, Patrick and Sherman",Comprehensive Health Plan,e5e3c426-d2f3-4ff5-ad3a-484a4691dac1,Corporate,2023-01-12,90616,111,2022-06-29,2023-03-21,GB48VYXH56539241678869,c9189195-4f9a-470b-a1da-815db5b80dba,Bryce Stephens,"93563 Mccann Plaza Apt. 013 New Tom, RI 05118",(438)614-3081x76716,mmartinez@example.com,No,2022-12-14,9194,Yes,Disease-Specific Health Insurance Plans
0e75c563-8613-44c6-9fa1-217e1a6b9c94,CPT-86996,Annually,0e4a166f-aff1-41b4-aed1-6fabbf6bd5e6,7338,Brianna Flores,Hester-Johnson,Name forget case discover.,Writer rock market example continue activity professor.,Situation describe article throughout.,19328,Mccarthy-Ross,Rejected,001-337-519-4359,Lang-Lee,Comprehensive Health Plan,4de7fff3-04e0-4fed-a466-5f4211d47e3a,Family,2024-02-19,76317,630,2023-12-26,2024-07-13,GB08JERI02698283378315,3dfb2762-cbe3-43eb-a8c5-739c31378cb1,James Miller,"4993 Sandra Path Port Amyside, OK 50062",666.786.4262x4423,adamsmarco@example.org,No,2020-06-09,4907,Yes,Senior Citizen Health Insurance Plans
af978967-176c-4287-813b-a2cc7af4143b,CPT-98111,Quarterly,284e5865-29af-4e67-869d-6db4823a5bcf,48124,Arthur James,"Robinson, Bradshaw and Jackson",Lawyer set officer drop data.,In people father century current.,Record main recognize.,50259,Baldwin-Wright,Rejected,466.374.6708x794,"Moreno, Hill and Munoz",Maternity Benefits,20d29e9e-9a18-41d1-b4b5-ca382515f823,Family,2021-05-29,86129,177,2020-12-06,2021-10-06,GB12XRGF05863386021007,d5849984-36b3-4e5a-ad05-05375a74e959,Amanda Powell,"27459 Cervantes Via Suite 772 North Aprilmouth, ME 44236",966-910-3987,bclark@example.org,No,2021-03-19,6773,Yes,Disease-Specific Health Insurance Plans
e6b6f621-206b-4ed7-a9b3-6cb37b813724,CPT-76374,Monthly,39811341-50f3-408d-93b2-0bd40b98fb52,14092,Alexander Price,"Wheeler, Gomez and Vasquez",Kid worker travel career.,Magazine fund kitchen involve bank staff identify.,Growth study the service south condition check.,90803,Schwartz Group,Rejected,001-329-894-5345x847,"Edwards, Newman and Spence",Eye and Vision Care,141d398d-76cd-401c-a443-1b1f21f01877,Corporate,2020-10-18,73565,266,2020-04-16,2021-01-17,GB10KQJL39225292017917,c328fa3d-f44b-4a13-8368-8d20df7462f0,Stephen Flores,"6859 Kathy Route Apt. 413 Morrowview, UT 45660",858.719.8780x04429,allendavid@example.com,No,2023-10-12,6511,Yes,Senior Citizen Health Insurance Plans
